Filer_ID,Filer_NamL,Rpt_ID_Num,e_filing_id,orig_e_filing_id,Rpt_Date,Amount,Exp_Date,Expn_Dscr,Supp_Opp_Cd,Cand_NamL
811267,San Diego Police Officers Assn. Political Action Committee,2016-1017,162314292,161972919,20161116,700.0,20161017,Slate Mailer,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,2016-1017,162314203,161972919,20161116,700.0,20161017,Slate Mailer,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,19,160368240,160368240,20160510,748.45,20160510,Printing,SUPPORT,Keri Katz
811267,San Diego Police Officers Assn. Political Action Committee,19,160368240,160368240,20160510,326.55,20160510,Postage,SUPPORT,Keri Katz
811267,San Diego Police Officers Assn. Political Action Committee,2016-1011,161899815,161899815,20161011,5000.0,20161011,Field Program,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,18,160368198,160368198,20160510,3138.15,20160510,Postage,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,18,160368198,160368198,20160510,5621.85,20160510,Printing,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,110416,162240679,162240679,20161104,4759.8,20161104,Mailer,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,110116,162197153,162197153,20161101,9915.48,20161101,Mailer,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,15,160368071,160368071,20160510,3053.5,20160510,Printing,SUPPORT,Kevin Faulconer
811267,San Diego Police Officers Assn. Political Action Committee,15,160368071,160368071,20160510,1326.5,20160510,Postage,SUPPORT,Kevin Faulconer
811267,San Diego Police Officers Assn. Political Action Committee,14,160354284,160354284,20160506,1950.0,20160506,Telephone Survey,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,14,160354284,160354284,20160506,1050.0,20160506,Post Signs,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,14,160354284,160354284,20160506,1450.0,20160506,Print Signs,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,2016-1012,161912872,161912872,20161012,6312.0,20161012,Mailer,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,2016-1012,161912872,161912872,20161012,13150.0,20161012,Mailer,SUPPORT,Ricardo Flores
811267,San Diego Police Officers Assn. Political Action Committee,102816,162160436,162160436,20161029,13567.76,20161028,Mailer,SUPPORT,Ricardo Flores
